City Name,Country Code,Lat,Lon
olimpia,br,-20.83,-48.99
oranjestad,aw,15.1,-69.6
yarkovo,ru,54.76,82.52
qingdao,cn,35.74,121.04
chimore,bo,-16.71,-65.64
fecamp,fr,49.78,0.38
aktash,ru,49.31,87.58
araure,ve,9.73,-69.23
harnai,pk,29.93,67.72
skvyra,ua,49.84,29.57
nuevo ideal,mx,24.93,-105.16
tukrah,ly,34.01,20.72
cholet,fr,47.09,-0.79
neyshabur,ir,36.66,58.76
moberly,us,39.52,-92.18
jalingo,ng,9.02,11.15
pithiviers,fr,48.28,2.42
limoux,fr,42.94,2.0
gwadar,pk,25.72,62.39
humberto de campos,br,-1.2,-43.48
opobo,ng,3.78,7.08
aykhal,ru,69.01,107.6
apomu,ng,7.09,4.17
agua branca,br,-5.85,-42.45
yusva,ru,58.91,55.3
alappuzha,in,9.37,75.94
muhos,fi,65.55,26.85
huai yot,th,7.98,99.54
kitale,ke,0.94,34.82
thiruvananthapuram,in,7.78,76.13
manicaragua,cu,22.13,-80.08
gap,fr,44.71,6.1
prabumulih,id,-3.7,104.23
berovo,mk,41.68,22.74
galesong,id,-5.48,119.5
karabulak,kz,45.06,78.35
mpraeso,gh,6.8,-0.51
pali,in,23.14,80.83
huntingdon,ca,44.74,-74.34
teya,ru,61.39,89.09
ogbomosho,ng,8.11,4.2
nospelt,lu,49.69,6.02
shelburne,ca,42.32,-65.34
miranda,br,-19.64,-56.85
khani,ru,57.81,120.8
papayal,pe,-3.71,-81.06
svetlogorsk,ru,67.73,88.48
abilene,us,31.83,-99.86
russell,nz,-27.32,178.94
alabat,ph,14.09,121.95
dawei,mm,14.76,98.55
saumur,fr,47.16,0.18
trapani,it,38.9,11.96
ushtobe,kz,47.14,77.2
ferrol,es,44.67,-9.0
tucuman,ar,-25.81,-64.67
persianovskiy,ru,47.62,39.5
skovorodino,ru,53.3,123.53
rampur,in,31.55,77.65
macaboboni,ph,16.88,116.42
santa lucia,es,25.34,-16.07
cordoba,ar,-30.97,-63.65
muravlenko,ru,63.9,71.71
nyagan,ru,62.26,65.49
tabuk,sa,29.22,36.93
bondoukou,ci,8.51,-3.02
hornepayne,ca,49.55,-85.2
yokadouma,cm,3.46,14.91
mishkino,ru,55.12,63.94
maridi,sd,4.06,29.6
amuntai,id,-1.14,115.02
morgan city,us,28.02,-91.97
san lorenzo,ar,-28.51,-58.23
linxia,cn,35.27,103.37
shymkent,kz,42.03,69.36
san vicente,cl,-34.16,-71.14
dalnegorsk,ru,45.09,135.72
dahanu,in,19.95,72.72
dongying,cn,37.68,118.29
malanje,ao,-8.89,15.92
comodoro rivadavia,ar,-49.84,-62.93
serowe,bw,-22.35,26.96
mwinilunga,zm,-11.8,24.66
kutum,sd,17.05,26.58
xiongyue,cn,40.39,122.31
makinsk,kz,52.8,69.6
eston,ca,50.54,-109.09
agboville,ci,5.99,-4.16
stornoway,gb,58.66,-9.23
changji,cn,43.23,86.64
druskininkai,lt,53.85,24.33
annonay,fr,45.22,4.68
muroto,jp,28.57,135.66
gijon,es,45.27,-5.21
tandalti,sd,13.33,31.66
kropotkin,ru,59.83,116.4
lagos,ng,4.09,3.39
pho chai,th,16.3,103.98
brigantine,us,37.44,-72.44
chunhuhub,mx,19.18,-88.79
tarnow,pl,49.96,20.82
paide,ee,58.9,25.62
ugoofaaru,mv,5.83,69.49
crisan,ro,44.63,29.29
donnacona,ca,46.45,-71.8
troitskoye,ru,49.59,136.56
sao paulo de olivenca,br,-3.83,-68.61
tolmezzo,it,46.45,12.96
tahe,cn,51.3,125.37
tahoua,ne,15.49,4.33
morro bay,us,33.84,-123.72
lampazos de naranjo,mx,26.87,-100.82
calama,cl,-24.51,-68.16
villanueva,mx,22.19,-102.84
makakilo city,us,9.08,-165.45
sao caetano de odivelas,br,-0.7,-48.01
itoman,jp,19.28,130.88
kushmurun,kz,51.71,63.6
yatou,cn,35.69,122.36
joshimath,in,31.11,80.64
toppenish,us,46.47,-120.25
tomakivka,ua,47.9,34.89
waitati,nz,-47.29,173.52
cascais,pt,37.04,-12.81
dzhusaly,kz,43.43,63.17
elk city,us,35.24,-99.85
warrington,us,27.52,-87.77
marystown,ca,44.18,-53.79
mehriz,ir,31.24,54.08
punta de bombon,pe,-17.78,-72.08
tottori,jp,37.71,134.37
archidona,ec,-0.72,-77.42
sosnogorsk,ru,63.23,54.17
tura,ru,63.86,98.71
lodeynoye pole,ru,60.96,33.47
aybak,af,35.56,68.07
saint-michel-des-saints,ca,47.33,-73.85
teberda,ru,43.6,41.87
severomuysk,ru,56.13,113.3
paka,my,5.05,104.02
rawannawi,ki,3.92,177.35
turki,ru,52.14,42.96
itirapina,br,-22.28,-47.73
sfantu gheorghe,ro,44.47,30.03
ambikapur,in,23.36,83.28
mashhad,ir,35.72,59.56
mazagao,br,0.45,-53.0
mataram,id,-8.22,116.37
lakota,ci,5.62,-5.57
ust-maya,ru,59.58,135.1
ambanja,mg,-13.29,48.31
at-bashi,kg,41.4,76.78
aranos,na,-24.66,18.72
san rafael,ar,-36.18,-67.08
mladenovac,rs,44.56,20.77
hirara,jp,21.62,127.04
phuket,th,7.46,98.44
ialibu,pg,-6.24,144.17
mindelo,cv,16.41,-25.65
adwa,et,14.27,39.03
pacifica,us,36.37,-126.77
progreso,mx,25.11,-89.32
briancon,fr,45.05,6.96
nadym,ru,63.94,70.44
virginia beach,us,36.27,-73.35
inta,ru,67.2,59.57
gladstone,au,-22.26,153.57
ndago,tz,-4.63,34.16
ostrov,ru,57.39,28.19
usogorsk,ru,64.2,48.49
tchollire,cm,8.26,14.42
ozgon,kg,40.95,73.79
khandagayty,ru,51.0,91.95
cururupu,br,0.35,-43.05
birjand,ir,32.72,59.44
thakurgaon,bd,26.07,88.7
forest grove,us,45.87,-123.18
genhe,cn,51.78,122.1
ganzhou,cn,26.31,114.26
hopfgarten,at,47.3,12.25
akdagmadeni,tr,39.11,36.33
pao de acucar,br,-9.73,-37.44
vostryakovo,ru,55.39,37.82
la rioja,ar,-29.65,-67.93
soe,id,-11.18,125.24
chincholi,in,17.47,77.36
bama,ng,11.62,14.01
bur gabo,so,-5.38,47.38
bom jesus,br,-8.26,-44.81
southbridge,nz,-44.39,172.5
radhanpur,in,23.59,71.27
chigasaki,jp,35.31,139.39
mostoles,es,40.25,-3.92
hit,iq,32.05,41.22
ordzhonikidze,ua,44.22,35.95
kardymovo,ru,54.85,32.6
togur,ru,58.92,82.26
kazalinsk,kz,47.79,62.25
kannauj,in,26.93,79.89
taikang,cn,46.65,124.14
tubruq,ly,30.73,22.77
rolim de moura,br,-12.62,-61.89
severobaykalsk,ru,55.18,108.66
tutoia,br,0.02,-41.44
bukama,cd,-9.12,27.27
bondo,cd,3.67,23.25
alberton,ca,47.77,-63.23
davila,ph,20.32,119.3
helong,cn,41.11,128.98
rentina,gr,39.05,21.92
ravar,ir,32.24,56.96
gelemso,et,8.39,40.62
bokspits,bw,-26.7,21.3
balaipungut,id,1.19,100.67
sampit,id,-2.26,112.71
nassau,bs,25.1,-77.4
bacuit,ph,11.95,116.52
casa nova,br,-8.55,-41.14
chintamani,in,13.52,78.17
la union,co,1.58,-77.15
nuevitas,cu,22.84,-77.14
severo-yeniseyskiy,ru,62.6,93.14
port keats,au,-14.7,130.7
shostka,ua,51.75,33.49
raton,us,36.83,-103.27
farafangana,mg,-23.94,51.71
elko,us,41.37,-115.31
lar,ir,27.47,55.11
zenzeli,ru,46.22,46.75
wanaka,nz,-43.68,168.43
bandipur,in,34.38,74.93
esmeralda,cu,23.09,-77.6
bandiagara,ml,13.98,-3.02
quepos,cr,8.79,-84.18
liberal,us,36.68,-100.59
vyazemskiy,ru,47.11,135.33
guacui,br,-20.82,-41.84
oshikango,na,-17.42,15.89
kapit,my,0.6,113.37
sobinka,ru,55.95,40.06
aripuana,br,-8.61,-60.33
luganville,vu,-14.37,165.44
florida,cu,21.5,-78.35
lethem,gy,3.77,-60.33
antsla,ee,57.78,26.51
ilinsko-podomskoye,ru,60.78,48.88
ambulu,id,-14.85,112.0
magburaka,sl,8.66,-12.1
kulunda,ru,52.4,78.68
ksenyevka,ru,54.46,118.75
vilyuysk,ru,63.31,122.16
twentynine palms,us,33.76,-115.5
aromashevo,ru,56.63,68.51
ambagarh chauki,in,20.71,80.63
tateyama,jp,26.18,142.46
umm lajj,sa,24.73,38.71
ballitoville,za,-29.57,31.44
sunyani,gh,6.95,-2.55
dubai,ae,24.9,55.52
whittlesea,za,-32.31,26.56
worthington,us,43.66,-95.8
maarianhamina,fi,60.08,19.47
remontnoye,ru,46.3,43.69
bada,ru,51.1,109.64
aitape,pg,-0.1,143.24
chlorakas,cy,35.0,31.06
yishui,cn,35.72,118.55
dauphin,ca,51.62,-99.58
chiang mai,th,18.7,98.72
formoso do araguaia,br,-11.08,-49.39
puro,ph,18.31,118.27
maltahohe,na,-25.45,15.93
mercedes,ar,-29.27,-57.86
kalaleh,ir,38.09,55.06
marihatag,ph,8.74,127.46
nayoro,jp,44.04,142.58
daxian,cn,32.1,107.64
lejanias,co,3.67,-74.02
nsanje,mw,-17.74,34.47
tselinnoye,ru,54.28,63.73
bend,us,42.74,-119.4
chardara,kz,41.64,66.77
ozernovskiy,ru,51.35,156.27
bilecik,tr,40.38,30.23
warqla,dz,29.56,3.0
villarrobledo,es,39.29,-2.53
acarau,br,4.83,-40.47
deer lake,ca,48.95,-57.62
bulgan,mn,47.58,102.3
pedernales,do,15.58,-72.26
chunskiy,ru,56.02,99.73
san nicolas,ph,14.49,119.3
tulum,mx,18.83,-86.67
wajima,jp,38.49,136.14
hong gai,vn,20.92,106.93
idrinskoye,ru,54.63,92.6
liepaja,lv,56.68,20.44
igrim,ru,63.25,63.84
sena madureira,br,-8.29,-68.52
kilindoni,tz,-7.44,42.14
price,us,39.73,-110.43
sabha,ly,28.62,14.35
karamea,nz,-38.21,169.62
mulchen,cl,-37.93,-70.47
manyana,bw,-22.81,21.41
mrirt,ma,30.73,-3.36
union,us,40.7,-74.28
narasannapeta,in,14.8,87.79
romhany,hu,47.87,19.31
chabahar,ir,25.54,58.85
nagato,jp,35.08,131.1
longlac,ca,51.75,-85.51
mosquera,co,4.33,-79.75
manzhouli,cn,47.16,117.84
pocone,br,-16.32,-56.32
pauini,br,-7.85,-67.13
springbok,za,-30.07,18.93
oktyabrskoye,ru,62.77,66.51
harbour breton,ca,48.27,-55.64
napier,nz,-39.07,176.69
basavana bagevadi,in,16.77,76.04
mitu,co,2.43,-70.24
priargunsk,ru,50.62,119.16
alekseyevka,ru,50.56,38.73
nichinan,jp,30.71,132.48
paragominas,br,-3.54,-47.73
goulburn,au,-34.3,149.48
kemijarvi,fi,65.91,26.71
assomada,cv,14.87,-23.82
luchegorsk,ru,46.4,133.84
ust-kuyga,ru,70.1,136.99
bayburt,tr,39.74,40.42
zaysan,kz,47.09,85.54
wazirganj,in,28.18,79.04
mazurivka,ua,48.53,28.11
ihosy,mg,-22.3,45.58
huntley,us,42.19,-88.6
grafton,au,-29.84,153.36
naya bazar,in,27.12,88.31
ca mau,vn,8.54,103.77
cadillac,us,44.49,-85.46
show low,us,34.48,-109.65
san juan,us,20.81,-66.18
clonakilty,ie,51.15,-8.82
tynda,ru,54.82,124.02
japura,br,-1.79,-68.86
binzhou,cn,45.86,127.41
karpathos,gr,33.85,27.71
hlobyne,ua,49.39,33.51
korsor,dk,55.34,11.02
paysandu,uy,-32.05,-57.83
luvianos,mx,19.03,-100.36
lukow,pl,51.99,22.2
kasongo-lunda,cd,-7.83,17.53
barajevo,rs,44.59,20.43
karaul,ru,71.21,84.11
belyy yar,ru,57.97,85.4
castelnaudary,fr,43.07,1.91
ignacio zaragoza,mx,28.09,-107.23
pombas,cv,17.66,-24.55
nyrob,ru,61.73,57.07
waddan,ly,29.76,18.0
yatsushiro,jp,32.55,130.47
saint-leu,re,-21.36,53.63
paros,gr,36.84,25.0
yamada,jp,39.13,145.34
zharkent,kz,44.19,80.37
chake chake,tz,-6.33,42.61
curvelo,br,-18.97,-44.73
maniwaki,ca,46.27,-76.52
cangzhou,cn,37.97,117.51
solovetskiy,ru,64.03,36.06
thanh hoa,vn,19.26,105.58
fevralsk,ru,53.31,129.62
mogilno,pl,52.67,18.13
assiniboia,ca,48.73,-106.29
oussouye,sn,12.23,-17.68
plaster rock,ca,46.99,-67.28
kamwenge,ug,0.13,30.28
popondetta,pg,-8.11,149.08
strelka,ru,58.58,93.3
miracema do tocantins,br,-9.67,-47.68
vesyegonsk,ru,58.62,37.36
gusevskiy,ru,55.56,40.52
tel mond,il,32.25,34.96
iskateley,ru,66.67,54.3
tawzar,tn,33.45,8.17
esna,eg,24.64,31.53
omboue,ga,-6.63,1.0
pontianak,id,-0.39,109.53
pundaguitan,ph,4.36,129.9
blagoyevo,ru,62.95,47.28
atakpame,tg,7.92,1.14
carnot,cf,5.0,15.94
cairns,au,-14.9,145.89
bontang,id,0.81,115.77
oktyabrskiy,ru,49.59,118.6
pastavy,by,54.71,27.08
iracoubo,gf,12.81,-50.86
agucadoura,pt,41.45,-9.08
sohag,eg,24.55,29.75
mago,ru,52.68,139.62
utica,us,43.07,-75.22
marsa matruh,eg,30.89,26.41
galgani,sd,11.61,34.2
kuna,us,42.68,-116.6
peace river,ca,57.17,-116.58
pleasanton,us,29.03,-98.77
marawi,sd,18.73,31.16
mahibadhoo,mv,4.18,68.27
marijampole,lt,54.61,23.35
ostersund,se,64.28,15.92
kushiro,jp,40.05,145.18
ramos arizpe,mx,25.83,-100.98
coihueco,cl,-36.5,-71.75
prado,br,-17.5,-38.53
anzio,it,39.98,11.51
san francisco del mar,mx,15.73,-94.48
garachine,pa,8.2,-78.24
serenje,zm,-12.6,30.31
bossier city,us,32.48,-93.73
karonga,mw,-9.89,34.21
mount darwin,zw,-16.81,32.05
visby,se,57.79,18.66
anuradhapura,lk,8.22,80.16
okha,ru,55.99,141.92
saquena,pe,-4.82,-72.49
srandakan,id,-17.16,106.81
holme,no,59.33,2.82
platonovka,ru,52.84,42.14
jalaun,in,26.05,79.26
otatitlan,mx,18.12,-96.02
batemans bay,au,-37.37,151.14
wuxue,cn,29.9,115.62
ornskoldsvik,se,65.27,18.85
kracheh,kh,12.08,106.14
launceston,au,-41.89,147.91
cuajinicuilapa,mx,16.56,-98.37
camalu,mx,30.76,-116.8
dinghai,cn,30.23,122.33
vari,gr,37.3,24.78
ust-barguzin,ru,53.94,109.17
tazmalt,dz,35.85,4.86
manaus,br,-0.42,-60.24
zhob,pk,30.9,69.26
kysyl-syr,ru,62.77,123.53
olbia,it,41.22,10.02
hengyang,cn,27.25,112.32
sinjah,sd,13.11,34.03
tarbes,fr,43.64,0.02
kindu,cd,-1.85,26.96
nanae,jp,42.05,140.67
urazovo,ru,50.01,38.23
verkhnyaya inta,ru,64.73,60.37
bozeman,us,45.41,-110.86
starotimoshkino,ru,53.72,47.54
mudkhed,in,19.39,77.41
warrnambool,au,-40.52,142.7
akdepe,tm,40.71,57.82
irtyshskiy,ru,58.35,68.27
jinchang,cn,38.71,102.7
aktau,kz,43.98,51.18
alibag,in,18.09,70.45
bissau,gw,11.97,-15.65
el wasta,eg,29.49,31.15
markova,ru,58.23,107.12
cheyenne,us,41.37,-104.29
rungata,ki,-0.54,179.23
gao,ml,17.15,0.23
porosozero,ru,62.39,32.83
zhangzhou,cn,24.45,117.63
farafenni,gm,13.62,-15.7
garzon,co,2.04,-75.44
mogzon,ru,51.55,111.74
bielsk podlaski,pl,52.77,22.97
farah,af,32.09,61.58
talawdi,sd,11.11,30.43
yugorsk,ru,61.47,63.29
kallaste,ee,58.81,27.28
general cepeda,mx,25.7,-101.73
mudigere,in,13.33,75.55
gbarnga,lr,6.85,-9.91
livingston,us,46.24,-110.06
boda,cf,3.73,17.07
tadine,nc,-21.0,168.52
ouahigouya,bf,14.15,-2.75
nuuk,gl,60.32,-54.5
negara,id,-8.63,114.81
tananger,no,58.79,5.23
jaguaribe,br,-5.56,-38.46
pallisa,ug,1.1,33.77
oksfjord,no,71.33,21.57
ezerelis,lt,54.8,23.61
sikonge,tz,-6.4,32.89
kallithea,gr,41.29,24.72
beitbridge,zw,-22.03,30.81
begoro,gh,6.39,-0.38
sistranda,no,66.63,8.43
mazamari,pe,-11.73,-74.5
silifke,tr,36.65,33.96
cazaje,ao,-10.52,20.95
kiunga,pg,-5.75,140.22
hudson bay,ca,52.73,-102.28
ewo,cg,-1.32,15.31
bara,sd,14.41,30.09
honavar,in,13.88,73.34
pedana,in,16.3,81.31
motygino,ru,57.74,94.34
beian,cn,48.68,127.3
luau,ao,-9.07,22.76
pozhva,ru,59.26,56.38
qui nhon,vn,14.75,112.08
bodden town,ky,17.55,-81.38
bireun,id,4.84,96.66
sao joao do paraiso,br,-15.49,-42.24
chenzhou,cn,25.89,112.4
awjilah,ly,27.57,20.11
lyubeshiv,ua,51.38,25.79
bousso,td,11.05,16.32
manzanillo,mx,15.93,-105.63
holysov,cz,49.58,13.12
malakal,sd,9.24,31.78
udala,in,21.79,86.48
santa rosa,ar,-35.83,-65.97
sete,fr,43.57,3.51
salvador,br,-13.1,-38.44
elban,ru,49.78,136.35
beyneu,kz,44.57,57.12
rock sound,bs,25.93,-74.71
sidi ali,dz,35.58,0.15
canavieiras,br,-15.5,-38.76
mapimi,mx,26.15,-103.9
pochinki,ru,54.85,45.17
bogatyye saby,ru,55.91,50.63
senanga,zm,-16.65,23.83
boa vista,br,1.3,-60.45
puri,in,16.87,87.95
kawalu,id,-17.81,105.53
les cayes,ht,15.12,-73.51
acari,pe,-18.47,-76.06
tromso,no,73.6,17.79
zolotinka,ru,55.83,123.78
san lawrenz,mt,35.54,13.59
rabo de peixe,pt,39.43,-24.66
nidzica,pl,53.33,20.54
nago,jp,28.94,125.9
katete,zm,-14.35,31.93
marrakesh,ma,30.69,-6.84
pinheiro,br,-2.75,-45.25
cooma,au,-37.17,150.01
moron,mn,50.73,100.65
cadiz,es,36.4,-6.31
puerto carreno,co,7.06,-65.58
lat yao,th,15.6,99.14
dubrovnik,hr,42.01,18.23
batagay,ru,66.56,137.27
kalabo,zm,-14.74,20.21
kalulushi,zm,-13.17,27.48
elizabethtown,us,37.68,-85.68
nanzhang,cn,31.75,111.79
pajapan,mx,19.32,-94.48
ilo,pe,-20.05,-73.78
enshi,cn,31.04,109.76
dawson creek,ca,56.16,-120.14
yelizovo,ru,52.94,157.68
nueva helvecia,uy,-33.82,-57.41
puerto colombia,co,11.01,-74.94
pemba,mz,-12.41,41.55
karmana,uz,40.68,64.76
xifeng,cn,42.91,124.97
amazar,ru,54.86,121.28
ngukurr,au,-14.35,134.07
mpika,zm,-12.27,31.89
ahuimanu,us,36.96,-151.27
phan rang,vn,10.29,110.21
uvalde,us,28.8,-99.48
iberia,pe,-11.6,-69.33
ayios matthaios,gr,39.12,19.53
galle,lk,4.8,77.45
lengshuitan,cn,26.36,111.32
dhemaji,in,27.66,94.56
trat,th,11.56,102.58
rio verde de mato grosso,br,-18.8,-54.52
rey bouba,cm,8.55,14.55
lujan,ar,-33.27,-69.67
devecser,hu,47.19,17.4
gazanjyk,tm,40.79,55.94
bentong,my,3.62,102.04
edd,er,13.52,41.7
yanchukan,ru,56.84,113.11
kargopol,ru,61.03,39.4
tangier,ma,35.89,-6.01
alyangula,au,-14.72,136.26
zaozhuang,cn,34.77,117.61
pueblo,us,37.71,-104.71
abashiri,jp,43.81,144.6
ouallam,ne,14.09,2.46
rafai,cf,5.58,24.39
mendahara,id,-0.03,103.68
palora,ec,-1.98,-75.99
grand-lahou,ci,3.1,-4.55
rio cuarto,ar,-34.3,-63.77
jian,cn,26.99,114.4
zhongshu,cn,24.1,104.13
oshawa,ca,43.62,-78.88
karakendzha,tj,38.56,72.5
onega,ru,64.14,37.82
ferkessedougou,ci,9.82,-4.79
lima,pe,-19.49,-89.9
tyukalinsk,ru,56.08,72.78
whitehorse,ca,61.95,-134.46
toda bhim,in,26.9,76.77
slave lake,ca,57.91,-114.25
chiang khong,th,19.95,100.56
turinsk,ru,58.1,63.97
gorkovskoye,ru,55.71,74.43
sigli,id,5.31,95.95
smolenka,ru,52.63,113.59
lander,us,42.59,-108.6
deniliquin,au,-35.66,144.35
tabarqah,tn,36.82,8.8
karasuk,ru,53.93,78.57
bilibino,ru,72.34,166.82
mtambile,tz,-5.91,40.7
pouembout,nc,-24.68,161.82
feijo,br,-7.97,-70.1
ekpoma,ng,6.53,6.18
tsienyane,bw,-21.88,23.89
mayor pablo lagerenza,py,-18.91,-61.84
tacuarembo,uy,-31.65,-56.18
estevan,ca,49.31,-103.31
asekeyevo,ru,53.07,52.93
milkovo,ru,54.76,157.32
novyy urengoy,ru,65.93,75.76
parkes,au,-31.56,145.96
kamenica,mk,42.13,22.59
behbahan,ir,30.9,50.23
wuchang,cn,45.07,127.32
bintulu,my,3.96,112.0
otavi,na,-19.95,17.37
zhirnovsk,ru,51.04,44.75
bath,us,43.78,-69.69
huescar,es,38.39,-2.35
lethbridge,ca,49.68,-112.79
kanakapura,in,12.45,77.37
dumfries,gb,54.96,-3.49
oriximina,br,-1.42,-55.74
katobu,id,-5.79,123.4
belyy,ru,55.47,32.86
homa bay,ke,-0.72,34.36
bela,pk,26.87,65.31
zaragoza,es,41.33,-0.58
eidfjord,no,60.37,7.36
nongpoh,in,25.97,91.72
bougouni,ml,11.3,-7.84
eldorado,mx,24.08,-107.39
karawang,id,-6.39,107.23
san ignacio,ph,5.99,128.38
west bay,ky,19.44,-83.25
bhag,pk,29.09,67.73
owando,cg,0.32,15.66
provost,ca,52.49,-110.42
rosario do sul,br,-30.56,-54.87
mokhsogollokh,ru,61.23,128.63
knysna,za,-36.38,22.64
leua,ao,-11.33,20.39
porirua,nz,-40.85,174.31
inuvik,ca,68.1,-133.79
sweetwater,us,32.14,-100.76
lithakia,gr,35.71,19.04
kosonsoy,uz,41.76,72.05
itanagar,in,27.14,93.8
chibombo,zm,-14.55,27.92
zmeinogorsk,ru,50.92,82.9
tay ninh,vn,11.8,106.35
nanakuli,us,12.88,-163.53
fagernes,no,60.91,9.1
metehara,et,8.93,39.91
uyutne,ua,45.31,33.17
hulan,cn,46.07,126.63
ondangwa,na,-18.38,16.62
urubicha,bo,-15.03,-63.37
minyar,ru,55.27,57.56
turochak,ru,52.19,87.22
lushunkou,cn,38.91,120.3
wattegama,lk,3.02,87.82
tymovskoye,ru,50.56,143.61
kaupanger,no,61.4,6.95
beaufort,us,32.47,-80.61
tygda,ru,53.5,126.48
trinidad,cu,21.33,-80.04
yekaterinovka,ru,52.15,44.69
paliyad,in,22.23,71.41
pasni,pk,22.57,63.82
pelym,ru,62.3,61.58
ondjiva,ao,-16.01,15.9
yuncheng,cn,35.42,110.65
borgarnes,is,64.74,-22.31
waverly,us,42.71,-92.95
kaka,tm,38.1,59.8
sovetskaya gavan,ru,47.39,140.13
haimen,cn,21.56,117.71
sao goncalo do sapucai,br,-21.95,-45.52
paradwip,in,17.93,89.66
druzhba,ua,51.18,27.9
esil,kz,52.19,66.58
carauari,br,-5.71,-65.73
grants,us,35.01,-107.71
kodumudi,in,11.04,77.92
manono,cd,-8.41,27.54
fairlie,nz,-43.84,170.58
minas de barroteran,mx,27.4,-101.06
sheltozero,ru,61.08,34.83
balkanabat,tm,42.09,55.55
narva-joesuu,ee,59.51,28.08
shiyan,cn,32.58,110.02
guapo,br,-17.14,-49.61
ust-tarka,ru,55.63,76.01
pekan,my,3.05,103.48
keti bandar,pk,24.24,67.09
yertarskiy,ru,56.63,64.29
dargaville,nz,-36.81,173.04
camargo,bo,-20.72,-65.55
chor,pk,25.63,69.71
spas-demensk,ru,54.3,34.23
muborak,uz,39.39,64.96
indramayu,id,-5.44,108.83
ashqelon,il,32.36,33.33
kontagora,ng,10.53,4.92
antwerp,be,51.24,4.38
chipinge,zw,-20.65,33.26
bandundu,cd,-3.83,17.48
jiujiang,cn,29.45,115.54
laytown,ie,53.73,-6.21
sale,au,-37.71,146.86
katangli,ru,51.0,144.4
ustynivka,ua,47.85,32.42
korablino,ru,54.11,40.17
cartagena,co,11.23,-77.15
melykut,hu,46.2,19.38
bella vista,py,-22.64,-56.35
sao felipe,br,-14.88,-41.26
stawell,au,-36.91,142.93
port moresby,pg,-13.02,147.51
homer,us,60.93,-154.87
kalemie,cd,-6.04,28.21
achisay,kz,43.52,68.95
singaraja,id,-7.84,114.88
bull savanna,jm,16.63,-78.28
enid,us,36.11,-97.7
atikokan,ca,48.53,-91.3
quelimane,mz,-21.06,39.16
leopoldina,br,-21.67,-42.57
