# Comments,Timestamp,comments_comp,comments_neg,comments_neu,comments_pos,score,submission_compound,submission_neg,submission_neu,submission_pos,title_compound,title_neg,title_neu,title_pos
0,9/1/2018 21:04,0,0,0,0,1,0.9988,0,0.767,0.233,0.3612,0,0.462,0.538
1,9/1/2018 20:28,0.3182,0,0.943,0.057,1,0,0,0,0,0.5267,0,0.861,0.139
8,9/1/2018 18:46,0.3618,0.0095,0.76025,0.230375,1,0.5499,0.058,0.832,0.11,0,0,1,0
2,8/31/2018 11:20,0.3182,0,0.943,0.057,1,0,0,0,0,0.34,0.297,0.316,0.386
0,8/30/2018 7:22,0,0,0,0,1,0.9979,0.064,0.772,0.164,0.3182,0,0.685,0.315
1,8/29/2018 13:30,0.3182,0,0.901,0.099,1,0,0,0,0,0,0,1,0
2,8/29/2018 7:30,0.0772,0.159,0.647,0.194,1,0.9612,0,0.883,0.117,0,0,1,0
0,8/28/2018 8:15,0,0,0,0,1,0.9946,0.005,0.825,0.17,0,0,1,0
1,8/28/2018 7:24,0.0859,0.11,0.798,0.091,1,0.9783,0.022,0.816,0.162,0.4019,0,0.27,0.73
0,8/27/2018 21:23,0,0,0,0,1,0.9879,0.049,0.829,0.122,0.1779,0,0.779,0.221
1,8/27/2018 12:56,0,0,0,0,1,0.9647,0,0.895,0.105,0,0,1,0
0,8/27/2018 12:37,0,0,0,0,1,0.3612,0.046,0.87,0.084,0.1779,0,0.825,0.175
0,8/27/2018 2:45,0,0,0,0,1,0.9967,0.017,0.841,0.141,0.8225,0,0.583,0.417
1,8/26/2018 21:12,0.3182,0,0.943,0.057,1,0,0,0,0,0.5423,0,0.696,0.304
10,8/26/2018 12:06,0.36438,0.0159,0.8565,0.1275,1,0.6249,0,0.85,0.15,0,0,1,0
1,8/26/2018 10:38,0.3182,0,0.943,0.057,1,0,0,0,0,0,0,1,0
2,8/24/2018 20:49,0.3182,0,0.943,0.057,1,0,0,0,0,0.6124,0,0.688,0.312
1,8/23/2018 12:07,0.3182,0,0.943,0.057,1,0,0,0,0,0.5719,0,0.875,0.125
0,8/23/2018 0:34,0,0,0,0,1,0,0,1,0,0.2732,0,0.84,0.16
2,8/22/2018 10:10,0.3182,0,0.943,0.057,1,0,0,0,0,0.4019,0,0.722,0.278
2,8/21/2018 20:52,0.17585,0.0745,0.798,0.1275,1,0.4404,0,0.854,0.146,0,0,1,0
1,8/20/2018 21:08,0.3182,0,0.943,0.057,1,0,0,0,0,0,0,1,0
18,8/20/2018 19:08,0.212152941,0.026647059,0.873764706,0.099529412,1,0.5023,0,0.889,0.111,0,0,1,0
2,8/20/2018 18:23,0.3182,0,0.943,0.057,1,0,0,0,0,0.2732,0,0.811,0.189
4,8/20/2018 3:51,0.453575,0.07275,0.79175,0.13575,1,0.9864,0.049,0.83,0.121,0.4019,0,0.748,0.252
15,8/19/2018 17:32,0.515073333,0.035933333,0.782733333,0.1814,1,0.7096,0,0.859,0.141,0.4939,0,0.61,0.39
1,8/19/2018 10:47,0.8779,0.015,0.89,0.095,1,0.8221,0,0.744,0.256,0.34,0,0.745,0.255
0,8/17/2018 15:28,0,0,0,0,1,0.9819,0,0.79,0.21,0.1316,0.094,0.772,0.134
0,8/16/2018 16:21,0,0,0,0,1,0.9875,0.049,0.829,0.122,0,0,1,0
0,8/16/2018 6:20,0,0,0,0,1,0,0,0,0,0.4767,0,0.78,0.22
1,8/15/2018 21:13,0.3182,0,0.943,0.057,1,0,0,0,0,-0.5574,0.173,0.827,0
6,8/15/2018 17:13,0.44968,0.0564,0.657,0.2868,1,0.9473,0.029,0.815,0.156,0.4215,0,0.517,0.483
0,8/15/2018 15:06,0,0,0,0,1,0,0,1,0,0.87,0,0.611,0.389
0,8/13/2018 10:40,0,0,0,0,1,0,0,1,0,0,0,1,0
0,8/11/2018 1:57,0,0,0,0,1,0.6792,0,0.843,0.157,0,0,1,0
0,8/10/2018 15:55,0,0,0,0,1,0,0,0,0,0,0,1,0
1,8/9/2018 22:46,0.3182,0,0.943,0.057,1,0,0,0,0,0.3818,0,0.698,0.302
0,8/9/2018 13:25,0,0,0,0,1,0.5411,0.073,0.767,0.16,-0.1531,0.182,0.676,0.142
1,8/7/2018 22:47,0.3182,0,0.943,0.057,1,0,0,0,0,0.3818,0,0.843,0.157
2,8/6/2018 16:52,0.35885,0.0445,0.8035,0.1515,1,0.7456,0,0.904,0.096,0.0772,0,0.794,0.206
1,8/6/2018 15:04,0.7814,0.014,0.87,0.116,1,0.9733,0.007,0.944,0.048,0.3612,0,0.848,0.152
1,8/5/2018 1:27,0.296,0.046,0.895,0.059,1,-0.8053,0.071,0.912,0.017,0.4404,0,0.756,0.244
2,8/3/2018 18:37,0.4721,0.023,0.851,0.126,1,0.4404,0,0.948,0.052,0.2023,0,0.526,0.474
2,8/2/2018 17:12,0.2294,0,0.9465,0.0535,1,0.9684,0.025,0.86,0.115,0.4019,0,0.69,0.31
0,8/2/2018 6:55,0,0,0,0,1,0,0,0,0,0.3612,0,0.783,0.217
5,8/1/2018 19:32,0.2425,0.131,0.7294,0.1396,1,0,0,0,0,-0.2263,0.174,0.826,0
3,8/1/2018 5:45,0.409766667,0,0.781333333,0.218666667,1,0.8947,0.061,0.77,0.17,0,0,1,0
0,7/31/2018 18:29,0,0,0,0,1,0,0,0,0,0.5106,0,0.769,0.231
0,7/31/2018 15:46,0,0,0,0,1,0,0,0,0,0,0,1,0
0,7/30/2018 21:39,0,0,0,0,1,0,0,1,0,0.3612,0,0.884,0.116
0,7/30/2018 20:54,0,0,0,0,1,0,0,0,0,0,0,1,0
10,7/29/2018 19:07,0.60247,0.0176,0.8033,0.1792,1,0.8708,0,0.898,0.102,0,0,1,0
0,7/28/2018 0:39,0,0,0,0,1,0.7081,0.08,0.828,0.091,0,0,1,0
0,7/27/2018 21:33,0,0,0,0,1,0,0,0,0,0.6369,0,0.785,0.215
0,7/27/2018 20:12,0,0,0,0,1,0,0,0,0,-0.34,0.146,0.854,0
4,7/27/2018 7:47,0.4948,0.0275,0.86675,0.106,1,0.0772,0,0.976,0.024,0.0772,0,0.606,0.394
0,7/25/2018 12:59,0,0,0,0,1,0,0,0,0,-0.6808,0.301,0.699,0
0,7/24/2018 5:27,0,0,0,0,1,0,0,0,0,0.4019,0,0.748,0.252
0,7/24/2018 1:59,0,0,0,0,1,0.9829,0.063,0.808,0.129,0.296,0,0.833,0.167
3,7/23/2018 21:42,0.179833333,0.062333333,0.789,0.148666667,1,0.3138,0.087,0.8,0.113,0.4019,0,0.787,0.213
5,7/23/2018 21:21,0.38666,0.0092,0.929,0.0618,1,0.3291,0,0.971,0.029,0,0,1,0
4,7/21/2018 1:32,-0.133475,0.0935,0.8375,0.069,1,0.7984,0,0.811,0.189,0,0,1,0
1,7/19/2018 18:14,0,0,1,0,1,0.7184,0,0.897,0.103,0,0,1,0
2,7/19/2018 15:33,0.3182,0,0.943,0.057,1,0,0,0,0,0,0,1,0
2,7/19/2018 12:56,0.3182,0,0.943,0.057,1,0,0,0,0,0,0,1,0
1,7/19/2018 2:22,0,0,1,0,1,0.9903,0.046,0.809,0.145,0,0,1,0
0,7/18/2018 7:37,0,0,0,0,1,0,0,0,0,0.4939,0,0.89,0.11
2,7/17/2018 14:04,0.91175,0,0.77,0.23,1,0.9893,0,0.784,0.216,0,0,1,0
0,7/17/2018 8:07,0,0,0,0,1,0.9713,0.007,0.881,0.112,0.3182,0,0.827,0.173
1,7/16/2018 19:00,0.3182,0,0.943,0.057,1,0,0,0,0,0.34,0,0.87,0.13
0,7/16/2018 5:57,0,0,0,0,1,0,0,0,0,0,0,1,0
0,7/13/2018 8:37,0,0,0,0,1,0.9592,0.037,0.596,0.367,0,0,1,0
0,7/13/2018 3:46,0,0,0,0,1,0.9823,0.048,0.792,0.16,0.4019,0,0.69,0.31
0,7/11/2018 20:09,0,0,0,0,1,0,0,1,0,0,0,1,0
1,7/11/2018 18:40,0.3182,0,0.943,0.057,1,0,0,0,0,0.5267,0,0.673,0.327
1,7/11/2018 12:16,0.3182,0,0.943,0.057,1,0,0,0,0,0,0,1,0
0,7/11/2018 11:39,0,0,0,0,1,0.9983,0.024,0.814,0.162,0,0,1,0
4,7/11/2018 10:26,0.4669,0,0.85475,0.14525,1,0,0,1,0,0.4019,0,0.748,0.252
6,7/11/2018 8:41,0.40518,0,0.7554,0.2446,1,0,0,0,0,0.34,0,0.821,0.179
2,7/11/2018 1:35,0.60445,0,0.5455,0.4545,1,-0.9432,0.265,0.629,0.105,-0.8689,0.386,0.538,0.076
2,7/11/2018 1:19,0.8515,0.0605,0.83,0.1095,1,-0.9432,0.265,0.629,0.105,-0.8126,0.374,0.534,0.092
0,7/10/2018 20:08,0,0,0,0,1,-0.7512,0.1,0.874,0.026,0,0,1,0
2,7/10/2018 14:50,0.3182,0,0.943,0.057,1,0,0,0,0,0.1779,0,0.746,0.254
8,7/10/2018 7:56,0.3002125,0.03675,0.794,0.169125,1,0.9712,0.079,0.706,0.214,0,0,1,0
0,7/9/2018 17:06,0,0,0,0,1,0,0,0,0,0.1779,0.038,0.904,0.058
0,7/8/2018 6:37,0,0,0,0,1,0,0,1,0,0.7059,0,0.689,0.311
0,7/7/2018 5:58,0,0,0,0,1,0,0,0,0,0,0,1,0
0,7/6/2018 11:30,0,0,0,0,1,0.9839,0.043,0.844,0.113,0,0,1,0
0,7/6/2018 11:27,0,0,0,0,1,0.9292,0.02,0.737,0.243,0,0,1,0
0,7/6/2018 7:26,0,0,0,0,1,0.9871,0,0.876,0.124,0,0,1,0
14,7/4/2018 10:48,0.31845,0.056928571,0.668928571,0.274357143,1,-0.5719,0.106,0.894,0,0.2732,0,0.792,0.208
2,7/4/2018 6:26,0.3182,0,0.943,0.057,1,0,0,0,0,0.0772,0.079,0.794,0.126
1,7/3/2018 21:52,0.296,0.052,0.848,0.1,1,0,0,0,0,0.8053,0,0.673,0.327
3,7/3/2018 10:06,0.398133333,0.025666667,0.628,0.346333333,1,0,0,0,0,0.4767,0,0.795,0.205
1,7/2/2018 17:57,0.5106,0,0.829,0.171,1,0.8519,0,0.671,0.329,0,0,1,0
11,7/2/2018 15:13,0.483781818,0.015181818,0.655909091,0.328909091,1,0.7131,0,0.901,0.099,0,0,1,0
2,6/30/2018 9:14,0.7096,0,0,1,1,0,0,1,0,0.1779,0,0.779,0.221
2,6/30/2018 4:46,-0.19885,0.199,0.6895,0.1115,1,0.765,0.053,0.823,0.124,0.1779,0,0,1
23,6/29/2018 22:42,0.256195652,0.024782609,0.828,0.147173913,1,-0.3804,0.088,0.912,0,0.6369,0,0.769,0.231
4,6/29/2018 11:53,0.2744,0,0.725,0.275,1,0,0,0,0,-0.2973,0.094,0.851,0.054
9,6/28/2018 23:36,0.4501375,0.039,0.831875,0.129125,1,0.765,0,0.769,0.231,0,0,1,0
0,6/28/2018 17:59,0,0,0,0,1,0,0,0,0,0,0,1,0
1,6/28/2018 12:42,0.6908,0,0.849,0.151,1,0,0,0,0,0,0,1,0
0,6/28/2018 7:03,0,0,0,0,1,0,0,0,0,0,0,1,0
0,6/27/2018 13:30,0,0,0,0,1,0.296,0,0.916,0.084,0.4215,0,0.588,0.412
2,6/27/2018 12:44,0.21075,0,0.9295,0.0705,1,0,0,0,0,0.34,0,0.789,0.211
2,6/27/2018 8:16,0.4111,0,0.9135,0.0865,1,0.836,0,0.907,0.093,0,0,1,0
0,6/26/2018 22:33,0,0,0,0,1,0,0,1,0,0.6249,0,0.638,0.362
0,6/26/2018 17:13,0,0,0,0,1,0,0,0,0,0,0,1,0
1,6/26/2018 12:52,0.6249,0,0.594,0.406,1,0,0,0,0,0.3182,0,0.827,0.173
32,6/25/2018 17:04,0.498383871,0.009225806,0.863387097,0.127322581,1,0.9778,0.007,0.914,0.078,0,0,1,0
4,6/24/2018 20:45,0.651225,0.02375,0.8615,0.115,1,0.8934,0,0.765,0.235,0,0,1,0
0,6/23/2018 4:40,0,0,0,0,1,0.9231,0,0.802,0.198,0,0,1,0
2,6/22/2018 9:03,0.3182,0,0.943,0.057,1,0,0,0,0,0,0,1,0
0,6/21/2018 6:18,0,0,0,0,1,0,0,1,0,0,0,1,0
0,6/21/2018 4:43,0,0,0,0,1,0.3182,0,0.954,0.046,0,0,1,0
3,6/20/2018 21:10,0.465466667,0.029,0.856333333,0.114666667,1,0,0,0,0,0,0,1,0
9,6/20/2018 8:40,-0.004055556,0.030111111,0.943,0.026888889,1,0.9965,0.017,0.869,0.113,0.4019,0,0.649,0.351
9,6/19/2018 13:40,0.344488889,0.072,0.817777778,0.110222222,1,0.9041,0.027,0.837,0.136,0,0,1,0
1,6/19/2018 12:53,0.8748,0,0.847,0.153,1,0.2144,0.016,0.929,0.055,0,0,1,0
0,6/18/2018 11:26,0,0,0,0,1,0.8689,0,0.847,0.153,0,0,1,0
4,6/15/2018 22:06,0.19705,0.021,0.84,0.139,1,0.8197,0.028,0.85,0.122,0,0,1,0
0,6/14/2018 11:54,0,0,0,0,1,0,0,0,0,0,0,1,0
3,6/14/2018 6:33,0.1263,0.222,0.505,0.272,1,0.998,0.044,0.798,0.158,0.34,0,0.556,0.444
0,6/13/2018 16:28,0,0,0,0,1,0,0,0,0,0.5106,0,0.602,0.398
0,6/13/2018 14:26,0,0,0,0,1,0.6072,0.094,0.798,0.109,0,0,1,0
2,6/13/2018 10:17,0.4019,0.06,0.825,0.115,1,0.9898,0.019,0.868,0.113,0,0,1,0
0,6/13/2018 8:54,0,0,0,0,1,0.6072,0.027,0.85,0.123,0,0,1,0
1,6/13/2018 6:25,0.34,0,0.844,0.156,1,0.9974,0.077,0.747,0.177,0.5994,0,0.38,0.62
0,6/12/2018 16:31,0,0,0,0,1,0,0,0,0,0,0,1,0
1,6/12/2018 10:22,0,0,0,0,1,0,0,0,0,0.6124,0,0.667,0.333
0,6/12/2018 9:56,0,0,0,0,1,0.5122,0.047,0.836,0.117,0,0,1,0
0,6/11/2018 21:44,0,0,0,0,1,0.9888,0,0.687,0.313,0.7783,0,0.618,0.382
0,6/11/2018 12:29,0,0,0,0,1,0.5106,0,0.924,0.076,0,0,1,0
0,6/11/2018 10:05,0,0,0,0,1,0,0,0,0,0,0,1,0
4,6/10/2018 13:11,0.100475,0.012,0.9675,0.02025,1,0.9556,0.022,0.84,0.139,0,0,1,0
0,6/9/2018 16:09,0,0,0,0,1,0.7574,0,0.897,0.103,0,0,1,0
2,6/9/2018 1:12,0.38885,0.0385,0.8295,0.132,1,0,0,0,0,0,0,1,0
0,6/8/2018 18:57,0,0,0,0,1,-0.1027,0.086,0.846,0.068,-0.6124,0.385,0.615,0
1,6/8/2018 14:27,0,0,1,0,1,0.25,0,0.943,0.057,0,0,1,0
0,6/7/2018 16:42,0,0,0,0,1,0,0,0,0,0.1531,0.164,0.625,0.211
0,6/6/2018 17:15,0,0,0,0,1,0,0,0,0,0,0,1,0
11,6/6/2018 16:23,0.3893,0.0134,0.8364,0.1502,1,0.9555,0.028,0.845,0.127,0,0,1,0
0,6/6/2018 15:02,0,0,0,0,1,0.9501,0.019,0.702,0.279,0.4019,0,0.69,0.31
1,6/6/2018 9:42,0,0,0,0,1,0,0,0,0,0,0,1,0
2,6/6/2018 0:13,0.74265,0.0085,0.8615,0.13,1,0.9632,0.01,0.833,0.156,0,0,1,0
3,6/5/2018 19:18,0.883766667,0.010333333,0.813666667,0.175666667,1,0.9911,0.012,0.77,0.218,0,0,1,0
5,6/5/2018 17:51,0.4542,0.0032,0.896,0.1008,1,0.8933,0.025,0.849,0.126,0,0,1,0
0,6/5/2018 12:48,0,0,0,0,1,0.8442,0.015,0.839,0.146,0,0,1,0
8,6/3/2018 22:49,0.2260875,0.006875,0.879375,0.11375,1,0.6597,0,0.759,0.241,0,0,1,0
4,6/3/2018 17:06,0.462175,0.02075,0.926,0.0535,1,0.9405,0,0.923,0.077,0,0,1,0
0,6/3/2018 16:51,0,0,0,0,1,0.9405,0,0.923,0.077,0,0,1,0
7,6/3/2018 9:44,0.387414286,0.020714286,0.907714286,0.071714286,1,0.9552,0.018,0.818,0.165,0.4753,0,0.744,0.256
7,6/2/2018 18:31,0.181883333,0.007333333,0.9075,0.085166667,1,0,0,1,0,0,0,1,0
15,6/2/2018 6:55,0.46602,0.031333333,0.850533333,0.118133333,1,0.7424,0,0.855,0.145,0.0772,0,0.843,0.157
0,6/2/2018 2:09,0,0,0,0,1,0.984,0,0.796,0.204,0,0,1,0
1,6/2/2018 1:49,0.796,0,0.942,0.058,1,0.7876,0.024,0.904,0.072,0,0,1,0
1,6/1/2018 13:15,0.3612,0,0.848,0.152,1,0.7691,0,0.904,0.096,0,0,1,0
7,6/1/2018 11:39,0.489357143,0.009714286,0.880857143,0.109142857,1,0.4215,0,0.939,0.061,0.3182,0,0.685,0.315
0,6/1/2018 5:57,0,0,0,0,1,0.8583,0,0.845,0.155,0,0,1,0
0,5/31/2018 11:54,0,0,0,0,1,0,0,0,0,0,0,1,0
0,5/29/2018 16:11,0,0,0,0,1,0,0,0,0,0.1531,0,0.882,0.118
2,5/29/2018 14:01,0.3182,0,0.943,0.057,1,0,0,0,0,-0.34,0.184,0.71,0.106
1,5/29/2018 8:29,0.3182,0,0.943,0.057,1,0,0,0,0,0,0,1,0
0,5/28/2018 18:17,0,0,0,0,1,0,0,0,0,0.7158,0,0.807,0.193
2,5/25/2018 23:30,0.3182,0,0.943,0.057,1,0,0,0,0,0,0,1,0
1,5/25/2018 22:47,0.7269,0,0.881,0.119,1,0,0,1,0,0.4019,0,0.803,0.197
10,5/25/2018 9:13,0.29778,0.0414,0.8401,0.1185,1,0.6933,0.051,0.858,0.091,-0.4019,0.351,0.649,0
6,5/24/2018 19:26,0.134016667,0.014833333,0.738833333,0.079833333,1,0,0,1,0,0,0,1,0
4,5/23/2018 13:58,0.532525,0.00575,0.8365,0.15775,1,0.3939,0,0.949,0.051,0.3182,0,0.796,0.204
4,5/22/2018 14:52,0.378125,0.00975,0.72275,0.2675,1,-0.1926,0.061,0.861,0.078,0,0,1,0
1,5/22/2018 13:02,0.3182,0,0.943,0.057,1,0,0,0,0,0.3182,0,0.874,0.126
0,5/22/2018 4:43,0,0,0,0,1,0,0,1,0,0.296,0,0.732,0.268
0,5/21/2018 16:54,0,0,0,0,1,0,0,0,0,0.0772,0,0.947,0.053
5,5/20/2018 9:59,0.1426,0.06075,0.84375,0.09575,1,0,0,0,0,-0.8442,0.212,0.788,0
1,5/17/2018 18:58,0.5106,0,0.875,0.125,1,0.3182,0,0.977,0.023,0,0,1,0
2,5/17/2018 8:20,0.47615,0,0.79,0.21,1,0.937,0,0.788,0.212,0.0772,0,0.894,0.106
2,5/16/2018 14:19,0.3182,0,0.943,0.057,1,0,0,0,0,0,0,1,0
0,5/15/2018 9:45,0,0,0,0,1,0,0,0,0,0.4215,0,0.843,0.157
0,5/15/2018 2:21,0,0,0,0,1,0.984,0,0.796,0.204,0,0,1,0
0,5/15/2018 0:30,0,0,0,0,1,-0.1027,0.015,0.985,0,0.4588,0,0.786,0.214
3,5/14/2018 23:49,0.674466667,0.046333333,0.843,0.110333333,1,0.8941,0.024,0.887,0.089,0,0,1,0
12,5/13/2018 22:27,0.439458333,0.015166667,0.896833333,0.088,1,0.9752,0.07,0.829,0.1,0,0,1,0
1,5/13/2018 22:08,0.9286,0,0.911,0.089,1,0.6258,0.056,0.852,0.092,0,0,1,0
2,5/13/2018 17:35,0.4269,0,0.5145,0.4855,1,0,0,0,0,0.7466,0.038,0.811,0.15
1,5/11/2018 15:58,0.5423,0,0.877,0.123,1,0.8883,0,0.845,0.155,0,0,1,0
5,5/11/2018 13:57,0.20758,0.2222,0.6586,0.1192,1,0.9012,0,0.848,0.152,0,0,1,0
5,5/10/2018 18:25,0.07492,0.0242,0.9198,0.056,1,0.9612,0,0.764,0.236,0.6369,0,0.802,0.198
0,5/9/2018 11:26,0,0,0,0,1,0.8225,0,0.602,0.398,0,0,1,0
1,5/9/2018 7:24,0.3182,0,0.943,0.057,1,0,0,0,0,0.0772,0,0.92,0.08
0,5/8/2018 17:47,0,0,0,0,1,0,0,0,0,0,0,1,0
6,5/8/2018 13:32,0.438566667,0.010666667,0.59,0.065666667,1,0.1911,0.058,0.863,0.079,0.5574,0,0.685,0.315
10,5/7/2018 23:14,0.17854,0.073,0.8132,0.1137,1,0.8705,0,0.862,0.138,0,0,1,0
0,5/7/2018 22:08,0,0,0,0,1,0,0,0,0,0,0,1,0
11,5/7/2018 20:47,0.313890909,0.049545455,0.691454545,0.258909091,1,0.5035,0.036,0.862,0.101,0,0,1,0
0,5/7/2018 11:39,0,0,0,0,1,-0.3089,0.051,0.949,0,0.6597,0,0.649,0.351
2,5/6/2018 5:39,0.78785,0.0205,0.8635,0.116,1,0.9923,0.023,0.823,0.154,0,0,1,0
0,5/5/2018 0:12,0,0,0,0,1,0.984,0,0.796,0.204,0,0,1,0
1,5/4/2018 20:04,0,0,1,0,1,0.5267,0,0.945,0.055,0,0,1,0
11,5/4/2018 17:01,0.272818182,0.091363636,0.836090909,0.072727273,1,0.7998,0,0.792,0.208,0,0,1,0
0,5/3/2018 22:49,0,0,0,0,1,0.3167,0.053,0.887,0.06,-0.6124,0.385,0.615,0
3,5/3/2018 22:39,0.172933333,0.037333333,0.744333333,0.218333333,1,0.8142,0.059,0.806,0.135,0,0,1,0
1,5/3/2018 13:29,0,0,1,0,1,0,0,0,0,0.4019,0,0.787,0.213
1,5/3/2018 0:28,0.055642857,0.047142857,0.851285714,0.101285714,1,0.9507,0.026,0.903,0.072,0,0,1,0
2,5/1/2018 23:00,0.043483333,0.042111111,0.897111111,0.060777778,1,0.7227,0.018,0.926,0.056,0.4019,0,0.426,0.574
1,5/1/2018 1:08,0.0713,0.02925,0.8665,0.10425,1,0.9936,0.01,0.782,0.208,0.4019,0,0.649,0.351
0,4/30/2018 15:02,0,0,0,0,1,0.8218,0.032,0.88,0.088,0,0,1,0
1,4/30/2018 12:05,0.3182,0,0.943,0.057,1,0,0,0,0,0,0,1,0
0,4/29/2018 9:55,0,0,0,0,1,0,0,0,0,0,0,1,0
10,4/29/2018 5:36,0.6221,0.018,0.861333333,0.120733333,1,-0.1754,0.053,0.92,0.027,0,0,1,0
0,4/29/2018 3:06,0,0,0,0,1,0.8767,0.012,0.904,0.085,0.2263,0,0.872,0.128
0,4/28/2018 10:50,0,0,0,0,1,0,0,1,0,0.4404,0,0.633,0.367
1,4/27/2018 10:59,0.8477,0.09,0.728,0.182,1,0.9817,0.028,0.81,0.162,0.6808,0,0.472,0.528
0,4/27/2018 10:44,0,0,0,0,1,0,0,0,0,0.5719,0,0.619,0.381
0,4/27/2018 1:09,0,0,0,0,1,0,0,0,0,0,0,1,0
3,4/26/2018 21:32,0.374833333,0.025,0.803,0.171666667,1,0.7317,0.024,0.901,0.075,0,0,1,0
1,4/26/2018 12:49,0.100557143,0.045285714,0.876,0.078714286,1,0,0,0,0,0.5719,0,0.619,0.381
4,4/24/2018 0:55,0.32745,0,0.7775,0.2225,3,0.9762,0.023,0.82,0.157,0,0,1,0
0,4/23/2018 19:22,0,0,0,0,1,0,0,0,0,0.3182,0,0.753,0.247
5,4/23/2018 17:49,0.34014,0.0328,0.8568,0.1106,1,0.7399,0.041,0.81,0.149,-0.4019,0.474,0.526,0
0,4/22/2018 9:38,0,0,0,0,1,0,0,0,0,0.1725,0.103,0.718,0.179
15,4/22/2018 8:42,0.131846667,0.023133333,0.9186,0.0582,3,0,0,1,0,0,0,1,0
0,4/21/2018 8:37,0,0,0,0,1,0,0,0,0,0.4939,0,0.488,0.512
7,4/20/2018 15:31,0.461442857,0.002857143,0.512428571,0.199,1,0.9844,0,0.728,0.272,0.5106,0,0.708,0.292
4,4/20/2018 10:52,0.475525,0,0.58825,0.41175,1,0.9246,0,0.882,0.118,0,0,1,0
2,4/20/2018 3:28,0.43095,0,0.463,0.537,2,0.9429,0.031,0.788,0.181,0,0,1,0
5,4/19/2018 8:29,0.18622,0.0462,0.8492,0.1046,2,0.6808,0.035,0.827,0.138,0.4926,0,0.715,0.285
1,4/18/2018 13:51,0,0,1,0,1,0,0,0,0,0.5423,0,0.667,0.333
6,4/16/2018 18:13,0.66216,0.0018,0.8306,0.1678,2,0.9758,0,0.868,0.132,0,0,1,0
0,4/14/2018 15:55,0,0,0,0,1,0,0,0,0,0,0.086,0.828,0.086
3,4/12/2018 21:06,0.202775,0,0.7795,0.2205,1,0,0,1,0,0,0,1,0
0,4/12/2018 12:28,0,0,0,0,1,0,0,0,0,0.5859,0,0.648,0.352
2,4/11/2018 18:34,0.3526,0.0285,0.905,0.0665,1,0.7096,0,0.864,0.136,0.0772,0,0.86,0.14
0,4/10/2018 14:40,0,0,0,0,1,0.6166,0,0.776,0.224,0,0,1,0
3,4/8/2018 17:01,0.408866667,0.052666667,0.658,0.289333333,2,0.9476,0,0.755,0.245,0,0,1,0
2,4/7/2018 11:36,0.8474,0.0295,0.8005,0.17,1,0.9791,0.018,0.845,0.137,0,0,1,0
0,4/6/2018 20:45,0,0,0,0,1,0,0,0,0,0.4019,0,0.748,0.252
18,4/6/2018 12:57,0.482635294,0.034176471,0.794411765,0.171352941,1,0.7003,0.024,0.898,0.078,0.4019,0,0.69,0.31
0,4/6/2018 8:32,0,0,0,0,1,0,0,0,0,0.4019,0,0.69,0.31
6,4/5/2018 3:31,0.144283333,0.022333333,0.922666667,0.055,1,0.3182,0,0.927,0.073,0,0,1,0
1,4/4/2018 5:53,0.3182,0,0.943,0.057,1,0,0,0,0,0.4912,0.137,0.605,0.258
0,4/2/2018 14:01,0,0,0,0,2,0,0,1,0,0.4019,0,0.597,0.403
1,3/31/2018 9:26,0,0,1,0,0,0,0,0,0,0.4374,0,0.862,0.138
11,3/27/2018 17:49,0.160345455,0.061272727,0.792090909,0.146727273,6,-0.5574,0.103,0.873,0.024,0,0,1,0
